center_id,month,ats,openings,applications_received,apps_per_opening,applications_reviewed,recruiter_minutes_per_application,days_to_fill,local_unemployment_rate,wage_index,recruiter_hourly_rate,grader_hourly_rate,sourcing_cost_per_opening,training_cost_per_hire,ramp_productivity_loss_per_hire,vacancy_cost_per_day,separation_cost_per_exit,claims_per_adjuster_6mo,cost_per_reopened_claim
C32,2022-07,legacy,14,1807,129.1,129,7.21,18.1,4.16,1.052,66.13,55.48,748.67,4952.3,6463.89,188.32,2668.73,588,323.85
C32,2022-08,legacy,12,1812,151.0,128,6.16,21.4,4.45,1.055,61.39,55.77,738.2,5037.84,6416.27,185.9,2398.25,588,355.63
C32,2022-09,legacy,10,1543,154.3,95,6.03,21.1,4.53,1.058,65.14,55.64,738.19,4994.29,6844.03,182.72,2368.19,588,385.09
C32,2022-10,legacy,12,1870,155.8,138,5.97,26.3,3.88,1.061,64.61,55.62,714.78,4904.45,6477.35,226.87,2273.55,588,320.43
C32,2022-11,legacy,13,1880,144.6,143,6.43,17.9,4.12,1.064,66.53,56.41,857.38,4826.02,6401.59,235.95,2738.91,588,324.61
C32,2022-12,legacy,8,1282,160.2,69,5.8,24.1,4.27,1.067,66.35,55.93,810.7,5206.89,5797.13,188.32,2445.2,588,328.7
C32,2023-01,legacy,13,2001,153.9,133,6.04,24.0,3.71,1.07,67.6,57.47,626.32,4565.06,6283.55,225.27,2426.94,588,358.73
C32,2023-02,legacy,9,1220,135.6,69,6.81,18.6,3.87,1.073,67.23,57.71,656.19,4964.41,6582.47,246.31,2327.51,588,337.58
C32,2023-03,legacy,12,1914,159.5,122,5.74,22.5,3.83,1.076,63.59,55.85,833.89,5645.3,6017.2,186.44,2494.83,588,348.23
C32,2023-04,legacy,19,3215,169.2,197,5.36,21.8,3.87,1.079,66.18,57.93,843.52,4625.86,6662.36,214.73,2589.72,588,302.73
C32,2023-05,legacy,11,1728,157.1,123,5.72,21.4,3.97,1.082,66.88,57.97,660.29,5618.54,6056.31,191.53,2578.73,588,312.78
C32,2023-06,legacy,8,1189,148.6,85,5.97,20.5,3.21,1.085,65.08,55.74,797.29,4570.18,6806.3,209.04,2565.17,588,331.28
C32,2023-07,legacy,11,1925,175.0,111,5.01,26.7,4.02,1.088,68.17,58.24,727.23,4684.89,6534.06,241.11,2618.36,588,387.11
C32,2023-08,legacy,7,1177,168.1,85,5.14,26.5,3.91,1.09,68.85,58.43,665.63,4920.98,6260.66,185.18,2656.74,588,363.88
C32,2023-09,legacy,10,1434,143.4,91,5.93,26.7,4.06,1.093,66.19,57.22,924.41,5531.94,6789.34,240.52,2545.74,588,359.93
C32,2023-10,legacy,13,2234,171.8,153,4.87,25.3,3.93,1.096,69.74,57.59,774.04,5487.74,6650.23,171.19,2704.27,588,282.74
C32,2023-11,legacy,20,3340,167.0,177,4.93,21.9,4.15,1.099,68.27,58.25,750.96,5248.14,7858.68,196.79,2673.53,588,336.65
C32,2023-12,legacy,12,2009,167.4,96,4.83,24.3,3.83,1.102,67.37,59.25,822.09,4810.87,6411.82,232.48,2771.36,588,358.46
C32,2024-01,legacy,13,1946,149.7,121,5.3,20.6,3.21,1.105,67.08,59.52,751.72,5259.29,6430.1,228.15,2903.39,588,356.7
C32,2024-02,legacy,18,2735,151.9,199,5.12,23.1,3.44,1.108,68.91,58.96,715.09,4860.83,6233.02,239.14,2454.72,588,304.61
C32,2024-03,legacy,15,2569,171.3,155,4.46,24.3,3.67,1.111,67.15,62.4,700.73,4973.08,7401.07,217.78,2763.75,588,348.13
C32,2024-04,legacy,14,2686,191.9,175,3.91,26.6,3.47,1.114,70.27,60.39,889.04,5622.89,7853.95,220.99,2690.81,588,274.58
C32,2024-05,legacy,10,1744,174.4,128,4.22,24.4,3.75,1.117,71.02,57.91,858.58,5281.5,6145.28,204.34,2577.51,588,336.73
C32,2024-06,legacy,10,1750,175.0,140,4.13,21.3,2.98,1.12,70.05,58.02,820.67,5679.61,6463.64,225.72,2801.28,588,414.65
C32,2024-07,legacy,12,2028,169.0,108,4.2,23.8,3.16,1.122,67.84,60.19,716.56,4785.43,6078.55,199.38,2564.97,588,347.59
C32,2024-08,legacy,13,2242,172.5,112,4.05,28.4,3.53,1.125,69.77,60.87,692.28,4980.3,7348.46,237.03,2303.67,588,344.87
C32,2024-09,new,10,2254,225.4,114,3.06,31.5,3.17,1.128,69.02,59.89,777.91,4910.35,6747.27,223.29,2402.87,588,341.46
C32,2024-10,new,13,2661,204.7,150,3.32,30.2,3.54,1.131,67.68,58.76,801.03,5628.91,6587.03,226.39,2520.73,588,340.37
C32,2024-11,new,13,3146,242.0,162,2.77,27.8,3.71,1.134,71.98,60.15,846.81,5174.1,6766.11,222.45,2747.73,588,410.79
C32,2024-12,new,16,3592,224.5,152,2.95,25.2,3.6,1.137,69.63,60.18,771.46,5049.45,6791.79,219.14,2647.38,588,335.65
C32,2025-01,new,11,2464,224.0,117,2.93,31.3,3.26,1.14,71.29,62.0,713.83,4942.38,7133.94,235.3,2528.7,588,376.66
C32,2025-02,new,6,1317,219.5,69,2.96,28.1,3.19,1.143,68.75,59.14,826.8,5345.49,6965.04,247.27,2480.41,588,316.12
C32,2025-03,new,21,4473,213.0,241,3.03,29.1,3.44,1.146,68.68,59.69,839.57,5222.18,6988.16,254.67,2348.22,588,348.19
C32,2025-04,new,6,1320,220.0,81,2.91,28.8,3.17,1.149,71.22,61.26,664.54,6139.29,7228.06,240.83,2734.58,588,303.0
C32,2025-05,new,10,2056,205.6,117,3.1,26.0,3.4,1.152,70.66,61.58,742.11,5224.4,6952.04,212.17,2792.57,588,354.11
C32,2025-06,new,10,2259,225.9,116,2.81,29.2,3.42,1.155,73.06,61.57,810.55,5181.7,7085.69,218.82,2808.43,588,318.79
C32,2025-07,new,9,1813,201.4,100,3.13,33.0,3.37,1.158,68.04,62.67,974.95,5693.26,6972.09,236.76,2719.69,588,372.43
C32,2025-08,new,20,5157,257.8,262,2.44,32.4,3.3,1.16,70.0,61.75,672.46,5160.89,6746.49,222.66,2629.7,588,349.07
C32,2025-09,new,8,1805,225.6,112,2.78,34.6,3.08,1.163,71.28,60.2,809.29,5188.37,6306.15,219.86,2659.74,588,339.96
C32,2025-10,new,19,3934,207.1,164,3.02,28.9,3.31,1.166,71.55,60.91,659.82,5740.91,6876.75,235.58,2809.56,588,385.01
C32,2025-11,new,11,2537,230.6,135,2.7,30.0,3.74,1.169,73.32,63.28,690.03,6221.44,6979.66,233.41,2551.36,588,306.09
C32,2025-12,new,9,2060,228.9,112,2.71,31.1,3.44,1.172,71.37,64.42,778.07,5166.02,6952.39,223.9,2303.02,588,298.77
C33,2021-01,legacy,29,4194,144.6,280,6.43,22.2,5.16,1.0,50.32,43.0,565.13,3743.82,4779.78,186.39,1927.14,581,253.23
C33,2021-02,legacy,27,4096,151.7,291,6.13,18.2,5.3,1.003,49.83,42.8,567.64,4289.89,4836.69,148.44,1859.91,581,273.3
C33,2021-03,legacy,25,3559,142.4,235,6.53,25.3,5.47,1.006,49.14,42.62,606.13,4146.76,4760.39,191.7,1810.34,581,242.63
C33,2021-04,legacy,42,6223,148.2,386,6.28,19.8,5.41,1.009,50.0,43.83,554.14,3402.59,5025.24,162.24,1762.41,581,299.5
C33,2021-05,legacy,35,5169,147.7,334,6.3,25.2,5.34,1.012,50.87,43.65,550.17,3810.37,5294.37,172.08,1792.67,581,261.18
C33,2021-06,legacy,24,3689,153.7,234,6.05,17.0,5.36,1.015,50.05,43.88,588.03,3770.72,4587.35,157.2,2144.74,581,260.64
C33,2021-07,new,26,3755,144.4,325,6.44,18.1,5.34,1.018,50.74,43.45,519.15,3983.39,4652.44,153.6,1876.17,581,254.71
C33,2021-08,new,32,4860,151.9,337,6.12,16.7,5.43,1.02,51.19,45.57,575.22,3625.73,4620.72,165.81,1897.01,581,291.47
C33,2021-09,new,33,4163,126.2,335,7.37,23.6,4.95,1.023,53.01,42.98,626.94,3852.45,4959.0,155.6,2180.2,581,250.45
C33,2021-10,new,21,3343,159.2,253,5.84,25.3,5.37,1.026,49.92,44.15,520.24,3935.65,5449.9,150.42,1812.1,581,315.52
C33,2021-11,new,24,3623,151.0,208,6.16,25.0,5.58,1.029,52.32,46.02,592.23,3547.64,4499.55,168.23,1746.27,581,303.86
C33,2021-12,new,26,4012,154.3,239,6.03,22.8,5.27,1.032,51.44,45.73,631.11,3595.7,4812.59,180.83,1928.2,581,270.46
C33,2022-01,new,26,3828,147.2,226,6.32,19.7,5.12,1.035,50.89,44.89,647.91,3686.75,5175.58,165.47,2122.61,581,326.28
C33,2022-02,new,26,4095,157.5,287,5.9,24.9,5.36,1.038,50.07,45.49,559.12,3633.42,4914.64,162.19,2144.22,581,271.04
C33,2022-03,new,25,3728,149.1,277,6.24,24.5,5.85,1.041,51.66,44.59,557.15,3691.68,4765.83,165.21,1768.07,581,266.61
C33,2022-04,new,35,5297,151.3,305,6.14,26.6,5.15,1.044,52.59,46.7,526.64,3692.97,4584.86,165.52,2100.34,581,253.04
C33,2022-05,new,28,4207,150.2,229,6.19,24.6,5.11,1.047,51.79,45.17,586.16,4056.99,5485.94,181.2,1750.16,581,301.37
C33,2022-06,new,25,3621,144.8,257,6.42,18.9,5.37,1.05,52.77,44.97,607.55,3767.67,5392.95,163.26,1755.87,581,261.56
C33,2022-07,new,26,3684,141.7,270,6.56,17.7,5.24,1.052,51.94,46.33,579.65,3941.73,5404.94,189.66,2374.49,581,289.76
C33,2022-08,new,24,3707,154.5,226,6.02,24.4,5.53,1.055,53.08,45.9,519.49,3954.75,5501.22,161.39,1837.42,581,264.38
C33,2022-09,new,29,4507,155.4,242,5.98,21.5,5.26,1.058,51.3,45.32,653.51,3807.13,5555.84,154.7,1879.63,581,265.04
C33,2022-10,new,36,5373,149.2,274,6.23,25.2,5.55,1.061,52.78,46.18,553.71,4801.43,4904.27,185.28,2232.43,581,284.58
C33,2022-11,new,32,5164,161.4,276,5.76,16.7,5.66,1.064,53.61,45.85,623.41,3518.48,5323.19,164.61,1926.02,581,293.81
C33,2022-12,new,28,4227,151.0,310,6.16,21.0,5.19,1.067,52.66,47.09,638.6,3716.97,5105.16,177.66,1787.76,581,317.87
C33,2023-01,new,30,4628,154.3,348,6.03,22.5,4.6,1.13,55.1,48.24,598.27,4471.83,5496.17,203.62,2197.56,581,300.68
C33,2023-02,new,31,5016,161.8,348,5.71,23.6,4.59,1.133,55.89,49.08,684.36,4299.8,5841.41,185.18,2102.74,581,232.42
C33,2023-03,new,37,5925,160.1,356,5.72,22.4,5.36,1.136,56.26,49.86,564.5,4857.13,5004.31,173.76,2031.08,581,244.91
C33,2023-04,new,33,5080,153.9,413,5.89,21.5,4.83,1.139,56.65,50.3,617.66,4320.44,5674.8,190.24,2288.15,581,295.98
C33,2023-05,new,27,3998,148.1,386,6.06,20.2,5.1,1.142,57.12,49.68,716.46,4338.53,6221.81,182.93,2411.56,581,267.69
C33,2023-06,new,22,3376,153.5,214,5.78,22.2,5.19,1.145,57.34,48.28,641.46,4632.14,6416.41,166.88,2215.78,581,253.36
C33,2023-07,new,21,3224,153.5,192,5.71,22.4,5.01,1.148,56.82,48.08,629.68,4702.25,6075.61,170.67,2074.18,581,264.0
C33,2023-08,new,28,4890,174.6,281,4.95,28.7,5.18,1.15,57.82,49.42,615.23,4265.05,5827.37,188.05,2069.12,581,288.07
C33,2023-09,new,23,3158,137.3,245,6.2,20.9,5.11,1.153,55.68,49.95,654.82,4631.04,6085.23,196.03,2435.49,581,321.65
C33,2023-10,new,30,5864,195.5,296,4.28,17.1,4.95,1.156,57.59,49.14,623.83,4300.91,5935.26,194.06,2177.79,581,287.93
C33,2023-11,new,27,4531,167.8,350,4.9,26.6,5.02,1.159,57.44,51.98,602.31,3946.31,5847.01,176.98,2100.23,581,302.0
C33,2023-12,new,24,4626,192.8,219,4.19,21.9,5.03,1.162,60.05,50.66,668.54,4153.54,5817.67,185.67,2024.52,581,271.83
C33,2024-01,new,35,6575,187.9,394,4.22,23.3,4.65,1.165,57.92,50.78,653.97,4505.1,5448.14,166.62,2309.78,581,296.84
C33,2024-02,new,30,5833,194.4,358,4.0,22.9,4.96,1.168,57.41,49.88,708.23,4774.61,5835.01,192.84,2121.9,581,236.02
C33,2024-03,new,28,4975,177.7,317,4.3,23.8,5.08,1.171,58.78,51.03,522.28,4120.76,5699.6,239.44,2266.45,581,259.08
C33,2024-04,new,26,5412,208.2,310,3.6,30.7,4.95,1.174,59.58,48.65,600.34,5001.35,5989.8,219.49,1944.57,581,256.91
C33,2024-05,new,35,6931,198.0,382,3.71,32.5,5.25,1.177,58.89,51.18,697.26,4394.37,5474.64,211.36,2196.08,581,305.04
C33,2024-06,new,27,5675,210.2,238,3.44,30.5,5.04,1.18,59.7,51.48,634.25,4367.24,6269.19,183.59,2166.55,581,298.55
C33,2024-07,new,27,5248,194.4,199,3.65,29.3,4.79,1.182,60.43,51.62,699.8,4484.15,5777.06,205.77,2249.85,581,275.44
C33,2024-08,new,39,8113,208.0,466,3.36,28.6,4.76,1.185,59.88,50.65,619.47,4582.46,5907.99,194.38,2262.75,581,273.36
C33,2024-09,new,29,5869,202.4,324,3.4,28.0,4.84,1.188,60.8,50.76,748.96,4197.11,5774.29,182.9,2595.27,581,291.31
C33,2024-10,new,32,6961,217.5,387,3.12,32.1,4.56,1.191,60.48,51.71,723.08,4951.23,5874.67,199.88,2199.41,581,309.53
C33,2024-11,new,29,6514,224.6,381,2.99,31.0,4.57,1.194,59.75,52.08,608.49,4506.44,5925.22,200.18,2429.11,581,266.33
C33,2024-12,new,31,6654,214.6,254,3.09,28.0,4.74,1.197,56.53,50.82,683.4,4182.48,5676.13,174.29,2173.46,581,261.69
C33,2025-01,new,31,6979,225.1,480,2.92,27.1,4.65,1.2,61.52,51.75,669.64,4489.18,5662.91,180.98,2374.24,581,267.42
C33,2025-02,new,27,6145,227.6,403,2.86,28.7,4.64,1.203,60.84,55.59,561.84,4381.29,5994.44,182.61,2451.15,581,310.54
C33,2025-03,new,35,7742,221.2,381,2.92,23.3,4.44,1.206,60.81,51.92,613.77,4137.25,6326.58,180.24,2252.23,581,267.12
C33,2025-04,new,33,7246,219.6,453,2.92,32.9,4.78,1.209,60.13,53.06,793.65,4480.31,6594.14,198.5,2202.2,581,295.81
C33,2025-05,new,37,7391,199.8,403,3.19,30.5,4.44,1.212,61.52,51.61,661.38,4359.03,5945.85,207.91,2431.08,581,248.73
C33,2025-06,new,26,6232,239.7,269,2.64,27.4,4.66,1.215,59.73,50.56,683.5,4413.05,5837.17,221.77,2348.0,581,262.06
C33,2025-07,new,34,7755,228.1,326,2.77,30.0,4.81,1.218,60.13,53.13,560.41,4765.97,6343.03,208.1,2286.89,581,311.02
C33,2025-08,new,28,6246,223.1,372,2.82,31.3,4.67,1.22,61.45,53.92,673.13,5311.17,5881.47,185.0,2353.1,581,266.71
C33,2025-09,new,33,7584,229.8,396,2.72,30.6,4.19,1.223,59.14,53.42,595.45,4603.21,6092.28,193.09,2492.77,581,288.4
C33,2025-10,new,27,5952,220.4,328,2.83,25.4,4.06,1.226,59.82,51.98,824.78,4691.51,5846.78,202.88,2146.16,581,235.48
C33,2025-11,new,25,5591,223.6,323,2.78,30.4,4.41,1.229,61.49,51.91,720.25,5208.08,6553.95,210.93,2265.15,581,260.69
C33,2025-12,new,33,7756,235.0,403,2.64,27.3,4.43,1.232,60.93,51.42,714.23,4293.86,5647.4,192.34,2120.53,581,300.2
C34,2021-01,legacy,22,3017,137.1,269,6.78,27.8,4.76,1.0,56.14,44.84,666.07,4269.44,4913.72,158.97,1913.35,552,323.13
C34,2021-02,legacy,20,2947,147.4,187,6.31,26.7,4.56,1.003,53.39,48.65,534.93,4021.69,5059.8,163.09,2108.43,552,283.97
C34,2021-03,legacy,26,3960,152.3,259,6.11,20.3,4.74,1.006,55.0,47.36,612.93,4082.69,5027.34,175.03,2152.77,552,339.06
C34,2021-04,legacy,25,3419,136.8,254,6.8,19.7,4.84,1.009,54.98,48.29,520.63,3796.47,5443.56,166.66,2301.42,552,287.32
C34,2021-05,legacy,27,3800,140.7,238,6.61,26.1,5.11,1.012,54.88,46.6,577.09,3824.02,5385.86,210.44,2310.33,552,292.78
C34,2021-06,legacy,22,3560,161.8,265,5.75,20.5,4.47,1.015,54.88,47.17,576.57,4489.53,4782.56,171.26,1986.44,552,299.84
C34,2021-07,legacy,19,3251,171.1,218,5.44,21.0,4.82,1.018,55.58,47.56,513.36,3899.79,4766.94,190.66,2194.34,552,281.05
C34,2021-08,legacy,15,2294,152.9,142,6.08,23.9,4.5,1.02,54.76,48.67,575.78,4440.44,4791.72,162.37,2128.91,552,280.09
C34,2021-09,legacy,23,3596,156.3,282,5.95,25.6,4.75,1.023,56.89,46.53,631.83,4205.19,5333.48,192.27,2280.79,552,375.09
C34,2021-10,legacy,24,3426,142.8,254,6.51,20.3,4.61,1.026,53.93,48.86,568.78,4047.93,5185.93,177.55,2175.5,552,327.27
C34,2021-11,legacy,28,4561,162.9,221,5.71,23.2,4.94,1.029,54.25,48.53,550.16,4590.1,4648.89,167.58,2028.48,552,298.58
C34,2021-12,legacy,27,4046,149.9,250,6.21,21.8,4.56,1.032,56.05,50.07,633.0,4356.5,5064.86,207.88,2118.36,552,314.84
C34,2022-01,legacy,33,4989,151.2,273,6.15,24.1,4.23,1.035,56.45,49.09,634.8,4587.2,5626.5,205.05,2107.19,552,281.78
C34,2022-02,legacy,19,2927,154.1,209,6.04,19.5,4.6,1.038,56.48,50.18,626.9,4231.73,4939.7,173.38,1916.29,552,305.74
C34,2022-03,legacy,24,3489,145.4,251,6.4,19.7,4.22,1.041,55.3,48.82,625.75,4880.27,5501.52,192.72,1982.76,552,307.94
C34,2022-04,legacy,27,3894,144.2,246,6.45,24.5,4.45,1.044,56.91,50.82,622.9,4111.05,5503.54,181.36,1971.12,552,297.01
C34,2022-05,legacy,20,3002,150.1,180,6.2,23.0,4.39,1.047,55.47,48.54,698.32,4235.46,6096.71,163.81,2037.89,552,318.3
C34,2022-06,legacy,20,2823,141.2,246,6.59,21.1,4.61,1.05,58.65,50.52,758.26,4016.36,5821.98,197.86,2152.73,552,314.97
C34,2022-07,legacy,20,2904,145.2,209,6.4,23.3,4.72,1.052,56.59,48.73,534.33,4229.6,5636.78,197.72,2077.31,552,263.35
C34,2022-08,legacy,23,2965,128.9,275,7.21,20.8,4.44,1.055,56.46,50.55,560.71,4335.88,5887.01,217.35,2259.03,552,307.45
C34,2022-09,legacy,18,2548,141.6,147,6.57,23.3,4.31,1.058,55.52,49.82,633.04,4832.46,5556.01,201.38,2000.33,552,328.17
C34,2022-10,legacy,22,3398,154.5,208,6.02,23.4,4.43,1.061,58.53,51.18,627.69,4105.28,5397.38,190.18,2200.78,552,297.52
C34,2022-11,legacy,18,2889,160.5,177,5.79,22.8,4.77,1.064,58.17,50.1,560.21,4554.5,5211.46,217.03,2283.82,552,300.09
C34,2022-12,legacy,26,4050,155.8,262,5.97,21.0,4.47,1.067,56.65,49.69,693.11,4833.52,5847.07,205.69,2118.93,552,318.19
C34,2023-01,legacy,28,4002,142.9,228,6.51,22.7,3.72,1.07,55.5,50.28,580.01,3990.96,5265.23,179.25,2042.19,552,276.83
C34,2023-02,legacy,14,2123,151.6,140,6.09,25.3,4.28,1.073,58.04,50.99,648.6,4618.83,5505.94,184.1,2150.2,552,267.93
C34,2023-03,legacy,21,3013,143.5,163,6.38,16.1,4.11,1.076,56.63,50.76,580.93,4433.26,5277.77,199.34,2277.16,552,309.0
C34,2023-04,legacy,14,2007,143.4,127,6.33,19.7,4.06,1.079,56.53,49.07,622.52,5278.96,5773.75,161.05,2579.01,552,299.72
C34,2023-05,legacy,32,5218,163.1,347,5.51,20.2,4.54,1.082,58.4,50.88,660.16,4784.82,6045.71,205.26,2217.32,552,303.44
C34,2023-06,legacy,17,2576,151.5,158,5.86,18.6,4.31,1.085,57.31,50.62,660.17,4746.02,5837.79,170.29,2093.8,552,283.91
C34,2023-07,legacy,26,3983,153.2,259,5.72,19.3,4.41,1.088,57.54,49.39,533.89,4338.94,5873.51,200.58,2189.38,552,297.55
C34,2023-08,legacy,20,3186,159.3,194,5.42,25.0,3.89,1.09,59.76,50.44,590.02,4298.26,5963.58,197.04,2391.61,552,346.9
C34,2023-09,new,26,4677,179.9,314,4.73,20.4,4.07,1.093,58.95,49.84,715.69,5041.97,6064.15,192.77,2280.39,552,269.18
C34,2023-10,new,18,3150,175.0,214,4.78,23.7,4.03,1.096,59.62,52.76,588.59,4367.45,6055.22,196.64,2209.71,552,298.35
C34,2023-11,new,21,3672,174.9,218,4.71,25.1,4.38,1.099,60.96,52.11,662.82,4825.68,5906.14,186.06,2251.71,552,255.51
C34,2023-12,new,23,4251,184.8,262,4.37,30.1,4.01,1.102,59.14,51.19,784.73,4564.55,5915.45,217.38,2309.03,552,331.72
C34,2024-01,new,15,2762,184.1,109,4.31,24.9,4.28,1.105,60.47,50.13,744.41,4670.05,5116.4,174.57,2282.05,552,348.93
C34,2024-02,new,24,4450,185.4,317,4.2,27.6,3.99,1.108,59.95,52.22,819.59,4128.95,6283.62,211.79,2267.14,552,273.16
C34,2024-03,new,22,3717,169.0,211,4.52,20.7,4.09,1.111,58.34,51.62,758.32,4644.76,6261.68,169.55,2447.63,552,356.41
C34,2024-04,new,25,4660,186.4,294,4.02,29.5,4.12,1.114,60.24,52.07,656.38,4735.76,6119.26,174.35,2251.53,552,327.05
C34,2024-05,new,21,4165,198.3,266,3.71,26.3,4.04,1.117,60.64,52.36,753.6,4700.88,6175.23,183.22,2476.99,552,317.78
C34,2024-06,new,19,3635,191.3,181,3.78,24.5,3.76,1.12,59.24,52.62,738.64,4596.25,6448.17,201.86,2363.98,552,309.63
C34,2024-07,new,21,4839,230.4,208,3.08,25.4,3.85,1.122,60.95,52.39,607.58,4808.45,6021.6,209.53,2416.15,552,259.63
C34,2024-08,new,18,4319,239.9,179,2.91,26.4,3.67,1.125,61.12,54.25,644.66,4940.72,5792.03,187.74,2174.63,552,251.78
C34,2024-09,new,26,6103,234.7,327,2.93,35.0,4.02,1.128,61.24,53.73,743.04,4853.97,5564.28,172.42,2310.11,552,313.0
C34,2024-10,new,20,4069,203.4,235,3.34,32.9,4.42,1.131,59.73,52.63,707.23,4498.44,5610.41,194.83,2389.88,552,304.8
C34,2024-11,new,29,6475,223.3,380,3.0,30.8,3.44,1.134,58.53,52.62,766.87,4903.59,6576.15,225.64,2260.53,552,304.58
C34,2024-12,new,20,4486,224.3,223,2.96,33.3,3.65,1.137,62.47,53.8,693.42,4073.45,6129.38,187.22,2190.61,552,300.7
C34,2025-01,new,21,4730,225.2,209,2.92,30.5,3.82,1.14,60.21,53.83,718.29,4463.83,5597.98,206.16,2115.3,552,330.88
C34,2025-02,new,19,3841,202.2,192,3.22,28.9,3.6,1.143,63.16,54.83,698.11,4531.05,5694.41,200.97,2184.25,552,291.85
C34,2025-03,new,26,6140,236.2,278,2.73,32.4,3.42,1.146,63.83,54.06,727.01,4914.39,5514.56,247.38,2624.29,552,293.11
C34,2025-04,new,22,5467,248.5,263,2.58,28.0,3.89,1.149,62.27,53.98,598.28,5138.48,6897.58,220.94,2411.22,552,325.29
C34,2025-05,new,20,4740,237.0,232,2.69,30.7,3.56,1.152,65.3,53.54,611.14,4449.91,6030.48,232.82,2609.68,552,250.28
C34,2025-06,new,21,5398,257.0,213,2.47,27.8,3.61,1.155,60.55,52.45,588.6,4532.29,6359.15,201.86,2621.87,552,302.56
C34,2025-07,new,24,5364,223.5,278,2.82,31.5,4.04,1.158,63.65,53.6,688.66,4669.78,5877.82,217.01,2514.75,552,306.56
C34,2025-08,new,20,4755,237.8,255,2.64,30.4,3.9,1.16,64.97,53.43,726.48,4417.94,6064.7,216.97,2189.08,552,271.98
C34,2025-09,new,15,3706,247.1,197,2.53,29.5,3.69,1.163,64.03,54.0,658.41,4563.05,5934.87,212.72,2369.81,552,258.76
C34,2025-10,new,19,4125,217.1,202,2.88,30.7,4.16,1.166,63.68,54.68,601.37,4723.4,5851.71,216.75,2612.94,552,332.84
C34,2025-11,new,15,3422,228.1,152,2.73,29.6,3.8,1.169,62.11,54.95,595.09,4708.54,5694.3,185.73,2793.36,552,284.31
C34,2025-12,new,21,4624,220.2,209,2.82,29.1,3.86,1.172,63.33,56.22,873.6,4496.09,6274.25,254.19,2441.09,552,246.6
C35,2021-01,legacy,32,5105,159.5,318,5.83,26.9,4.26,1.0,58.09,51.65,812.22,4643.84,5815.67,164.22,2224.58,564,322.59
C35,2021-02,legacy,24,3399,141.6,196,6.57,23.5,3.81,1.003,57.71,48.57,638.32,4701.42,5737.52,169.66,2154.15,564,330.36
C35,2021-03,new,25,3857,154.3,292,6.03,20.1,3.87,1.006,57.56,50.89,615.83,4257.72,5376.18,217.44,2078.63,564,334.5
C35,2021-04,new,27,3963,146.8,309,6.34,20.0,4.42,1.009,58.49,52.68,694.25,4444.41,5545.54,217.93,2289.02,564,353.5
C35,2021-05,new,27,4313,159.7,231,5.82,20.9,3.99,1.012,57.84,50.35,672.45,4398.67,5501.4,193.66,2186.26,564,296.37
C35,2021-06,new,28,4114,146.9,287,6.33,21.8,3.62,1.015,61.22,52.44,644.24,4245.69,5540.06,196.25,2576.7,564,320.29
C35,2021-07,new,29,4353,150.1,309,6.2,17.5,3.91,1.018,57.51,53.14,674.22,4026.73,5261.1,159.26,2280.55,564,315.2
C35,2021-08,new,34,5228,153.8,344,6.05,20.9,4.18,1.02,59.47,53.75,662.83,4605.05,5669.72,207.15,2325.61,564,366.16
C35,2021-09,new,27,3912,144.9,295,6.42,25.8,3.71,1.023,60.06,52.87,705.27,4705.93,5843.54,204.6,2128.96,564,377.2
C35,2021-10,new,26,3838,147.6,192,6.3,26.4,3.97,1.026,58.83,53.84,769.15,4487.6,5545.15,194.28,2130.3,564,297.02
C35,2021-11,new,29,4330,149.3,314,6.23,24.4,3.81,1.029,59.76,51.96,693.58,4284.16,5879.48,181.52,2319.51,564,341.02
C35,2021-12,new,20,2940,147.0,217,6.33,19.6,4.14,1.032,60.44,51.51,610.17,4443.81,5560.46,194.93,2050.77,564,317.44
C35,2022-01,new,27,4151,153.7,223,6.05,29.6,3.69,1.035,60.37,51.63,573.59,4315.57,6003.47,209.47,2362.28,564,302.67
C35,2022-02,new,26,3761,144.7,194,6.43,24.6,3.78,1.038,59.83,52.39,656.0,4083.16,6004.87,174.07,2189.09,564,315.25
C35,2022-03,new,16,2432,152.0,159,6.12,24.3,3.59,1.041,60.11,53.07,671.29,4722.67,5684.61,217.01,2228.18,564,289.04
C35,2022-04,new,28,4157,148.5,289,6.26,16.6,3.97,1.044,59.68,54.04,570.04,4278.7,5821.93,227.84,2456.26,564,324.11
C35,2022-05,new,35,5092,145.5,375,6.39,24.7,3.79,1.047,61.11,53.94,695.05,4573.85,6251.34,201.45,2441.69,564,338.61
C35,2022-06,new,19,2687,141.4,163,6.58,21.7,3.88,1.05,59.64,52.2,715.18,4695.69,5265.36,183.46,2414.17,564,325.93
C35,2022-07,new,30,4048,134.9,306,6.89,20.2,3.42,1.052,62.18,51.71,645.61,5091.15,5965.03,205.85,2308.13,564,377.46
C35,2022-08,new,37,5349,144.6,320,6.43,24.6,4.07,1.055,61.95,53.17,701.23,4686.87,5671.42,182.04,2219.03,564,337.22
C35,2022-09,new,33,5133,155.5,314,5.98,22.0,3.47,1.058,59.67,54.75,724.55,4252.16,6167.67,205.48,2407.42,564,297.01
C35,2022-10,new,26,3835,147.5,193,6.31,17.3,3.22,1.061,61.63,53.43,594.84,4997.29,6038.41,206.97,2165.11,564,304.71
C35,2022-11,new,27,4438,164.4,291,5.66,25.0,3.23,1.064,61.69,53.57,830.0,4727.42,6181.04,207.99,2390.05,564,369.16
